StdInChIKey,SMILES,LogS,T,Source,Solvent,Solvent_SMILES,Smilesa,REF1,REF2,REF3,REF4,REF5
KOOOGBROHMNAPU-UHFFFAOYSA-N,[O-][N+](=O)c1ccccc1C(=O)N=[N+]=[N-],-0.261918872,20.0,Reaxys,benzene,c1ccccc1,,,,,,
KQIIQHABYHQKFG-UHFFFAOYSA-N,C=CC(=O)Nc1cc(F)c(Br)c(F)c1,-2.105104492,23.19,Reaxys,benzene,c1ccccc1,,,,,,
KTXHLWZQKQDFRF-ZHACJKMWSA-N,[O-][N+](=O)c1ccccc1\C=C\C(=O)c2ccccc2,-0.835359734,20.0,Reaxys,benzene,c1ccccc1,,,,,,
KUAZQDVKQLNFPE-UHFFFAOYSA-N,CN(C)C(=S)SSC(=S)N(C)C,-0.701577016,30.0,Reaxys,benzene,c1ccccc1,,,,,,
KWGLQTAUQVZWCE-UHFFFAOYSA-N,Cc1ccc(cc1)N(c2ccc(C)cc2)c3cccc(C)c3,-0.232009418,16.0,Reaxys,benzene,c1ccccc1,,,,,,
KXGNFVJBSLJUTL-DGCLKSJQSA-N,c1ccc(cc1)NC(=O)N1C(C[C@@H](C[C@H]1C)O)(C)C,0.037047142,,Reaxys,benzene,c1ccccc1,,,,,,
KZNICNPSHKQLFF-UHFFFAOYSA-N,O=C1CCC(=O)N1,-2.167031491,20.0,Reaxys,benzene,c1ccccc1,,,,,,
LAWHHRXCBUNWFI-UHFFFAOYSA-N,CCCCCC(C(O)=O)C(O)=O,-1.41487513,25.0,Reaxys,benzene,c1ccccc1,,,,,,
LDVLVMRFNCMVLS-UHFFFAOYSA-N,NC(=O)C(O)c1ccc(Cl)cc1,-2.625148694,22.0,Reaxys,benzene,c1ccccc1,,,,,,
LDVVMCZRFWMZSG-OLQVQODUSA-N,ClC(Cl)(Cl)SN1C(=O)[C@H]2CC=CC[C@H]2C1=O,-1.149599259,26.0,Reaxys,benzene,c1ccccc1,,,,,,
LGGDXXJAGWBUSL-BKRJIHRRSA-N,COc1ccc2C[C@@H]3[C@@H]4CC[C@H](OC(C)=O)[C@@H]5Oc1c2[C@]45CCN3C,-0.634717957,20.0,Reaxys,benzene,c1ccccc1,,,,,,
LGHUDNBYQSBDCT-UHFFFAOYSA-N,CC(=O)O[I](OC(C)=O)c1cccc(c1)[N+]([O-])=O,-1.166840827,,Reaxys,benzene,c1ccccc1,,,,,,
LILPOSVDSDEBCD-UHFFFAOYSA-N,N#CSCCSC#N,-0.840965168,17.0,Reaxys,benzene,c1ccccc1,,,,,,
LOOJXSYHZHCBMU-UHFFFAOYSA-N,CCCC(CCC)(C(=O)NO)C1CCCCC1,-0.638280143,26.0,Reaxys,benzene,c1ccccc1,,,,,,
LOUPRKONTZGTKE-LHHVKLHASA-N,COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,-1.435382236,25.0,Reaxys,benzene,c1ccccc1,,,,,,
LPTITAGPBXDDGR-IBEHDNSVSA-N,CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,-0.497994303,25.0,Reaxys,benzene,c1ccccc1,,,,,,
LQDFBFVNDDEUKX-UHFFFAOYSA-N,Cc1cccc(c1)N=Nc2ccc(O)cc2,-0.892983945,30.0,Reaxys,benzene,c1ccccc1,,,,,,
LSAOZCAKUIANSQ-UHFFFAOYSA-N,CC1(C(=O)NC(=O)NC1=O)c2ccccc2,-3.183542592,20.0,Reaxys,benzene,c1ccccc1,,,,,,
LTHCSWBWNVGEFE-UHFFFAOYSA-N,CCCCCCCC(N)=O,-1.523330774,20.0,Reaxys,benzene,c1ccccc1,,,,,,
LTUUGSGSUZRPRV-UHFFFAOYSA-N,Cc1cccc(n1)C(O)=O,-1.095765126,20.0,Reaxys,benzene,c1ccccc1,,,,,,
LULAYUGMBFYYEX-UHFFFAOYSA-N,OC(=O)c1cccc(Cl)c1,-1.375161842,15.0,Reaxys,benzene,c1ccccc1,,,,,,
LVEZJGGQISTLBD-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(cc1)C2OCC3(CO2)COC(OC3)c4ccc(cc4)[N+]([O-])=O,-2.048313378,,Reaxys,benzene,c1ccccc1,,,,,,
LVLNPXCISNPHLE-UHFFFAOYSA-N,Oc1ccc(Cc2ccccc2O)cc1,-1.404797714,25.0,Reaxys,benzene,c1ccccc1,,,,,,
LVZVHGWKJUGCNO-UHFFFAOYSA-N,OC(=O)CCCC(=O)NNC(=O)c1ccccc1,-1.522914612,25.0,Reaxys,benzene,c1ccccc1,,,,,,
LWBHHRRTOZQPDM-UHFFFAOYSA-N,OC(=O)CCCCCCCCCC(O)=O,-3.824304507,25.0,Reaxys,benzene,c1ccccc1,,,,,,
LXKCZUOSRQSRHW-UHFFFAOYSA-N,CCCCCCCCCCCCC(O)CCCCC(O)=O,-1.632720421,,Reaxys,benzene,c1ccccc1,,,,,,
LZTRCELOJRDYMQ-UHFFFAOYSA-N,OC(c1ccccc1)(c2ccccc2)c3ccccc3,-0.255544509,25.0,Reaxys,benzene,c1ccccc1,,,,,,
MBOQVJIBAPJWKN-UHFFFAOYSA-N,CCOC(=O)c1ccc(C)cc1NC(C)=O,0.313612393,20.0,Reaxys,benzene,c1ccccc1,,,,,,
MBPFAXVDKWKWNX-UHFFFAOYSA-N,ClCc1c(Br)cc(Br)cc1Br,-0.569895461,20.0,Reaxys,benzene,c1ccccc1,,,,,,
MBUKWVQKGHOBTG-UHFFFAOYSA-N,[O-][N+](=O)c1cccc(c1)C(=O)N=[N+]=[N-],-0.136980136,20.0,Reaxys,benzene,c1ccccc1,,,,,,
MCJGNVYPOGVAJF-UHFFFAOYSA-N,Oc1cccc2cccnc12,0.185868316,19.0,Reaxys,benzene,c1ccccc1,,,,,,
MCRZWYDXIGCFKO-UHFFFAOYSA-N,CCCCC(C(O)=O)C(O)=O,-2.618624393,25.0,Reaxys,benzene,c1ccccc1,,,,,,
MENUYOGJCXAFFU-UHFFFAOYSA-N,N#CC(=NNc1ccccc1)C#N,-0.310699476,25.0,Reaxys,benzene,c1ccccc1,,,,,,
MGNCLNQXLYJVJD-UHFFFAOYSA-N,Clc1nc(Cl)nc(Cl)n1,-0.044531471,25.0,Reaxys,benzene,c1ccccc1,,,,,,
MGUZTXXISNAEDO-UHFFFAOYSA-N,OC(c1ccc(cc1)c2ccccc2)C(=O)c3ccc(cc3)c4ccccc4,-1.622311274,,Reaxys,benzene,c1ccccc1,,,,,,
MGXGEFQCJBBKND-UHFFFAOYSA-N,Oc1ccc(cc1)C=C2CCCC(=Cc3ccc(O)cc3)C2=O,-3.486233478,19.0,Reaxys,benzene,c1ccccc1,,,,,,
MHOOPNKRBMHHEC-HZIBQTDNSA-N,C\C=C\C1=CC(=O)[C@H](O)[C@H]1O,-2.886958609,,Reaxys,benzene,c1ccccc1,,,,,,
MJNSVQRYNOXLHZ-RTWAWAEBSA-N,COc1cc2OC[C@H]3Oc4c(CCC(C)C)c(O)ccc4C(=O)[C@H]3c2cc1OC,-1.99832038,25.0,Reaxys,benzene,c1ccccc1,,,,,,
MJVAVZPDRWSRRC-UHFFFAOYSA-N,CC1=CC(=O)c2ccccc2C1=O,0.086426364,26.28,Reaxys,benzene,c1ccccc1,,,,,,
MNCUCCJMXIWMJJ-UHFFFAOYSA-N,N#CSC=CSC#N,-0.698070007,17.0,Reaxys,benzene,c1ccccc1,,,,,,
MNNLUFVMZSSCJT-UHFFFAOYSA-N,Oc1ccc(cc1)N=Nc2ccc(Cl)cc2,-0.876459712,30.0,Reaxys,benzene,c1ccccc1,,,,,,
MQCPOLNSJCWPGT-UHFFFAOYSA-N,Oc1ccccc1Cc2ccccc2O,-0.840526284,25.0,Reaxys,benzene,c1ccccc1,,,,,,
MRQIXHXHHPWVIL-ISLYRVAYSA-N,O=C\1C=Cc2ccccc2C1=N/Nc3ccccc3,-0.781209421,24.85,Reaxys,benzene,c1ccccc1,,,,,,
MTIKNMBLKUFLKL-UHFFFAOYSA-N,OC(=O)c1ccc(Cl)cc1Nc2ccccc2,-1.615741442,16.0,Reaxys,benzene,c1ccccc1,,,,,,
MUPFCCVZEUACLO-AATRIKPKSA-N,CCCC/C=C/C(N)=O,-1.656785224,20.0,Reaxys,benzene,c1ccccc1,,,,,,
MUPFCCVZEUACLO-WAYWQWQTSA-N,CCCC\C=C/C(N)=O,-0.066068749,20.0,Reaxys,benzene,c1ccccc1,,,,,,
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,-1.038971067,25.0,Reaxys,benzene,c1ccccc1,,,,,,
MWUSAETYTBNPDG-UHFFFAOYSA-N,Clc1ccc(cc1)C(=O)OC(=O)c2ccc(Cl)cc2,-1.589187993,30.0,Reaxys,benzene,c1ccccc1,,,,,,
MZDYAVCNKNXCIS-ARJAWSKDSA-N,CC\C=C/C(N)=O,-0.484338481,20.0,Reaxys,benzene,c1ccccc1,,,,,,
MZDYAVCNKNXCIS-ONEGZZNKSA-N,CC\C=C\C(N)=O,-1.907584355,20.0,Reaxys,benzene,c1ccccc1,,,,,,
MZRSAJZDYIISJW-UHFFFAOYSA-N,O=C(C=[P](c1ccccc1)(c2ccccc2)c3ccccc3)c4ccccc4,-0.718962843,26.0,Reaxys,benzene,c1ccccc1,,,,,,
NDFWFDYXWIBARB-ISLYRVAYSA-N,Cc1cc(C)c(O)c(c1)N=Nc2ccc(cc2)C(C)=O,-0.41352337,30.0,Reaxys,benzene,c1ccccc1,,,,,,
NEXDKMDYLSGXLN-VMPITWQZSA-N,c1cc(cc(c1)Cl)C=C(C(=O)O)Br,-0.339838257,,Reaxys,benzene,c1ccccc1,,,,,,
NHRIWEKOARVHSN-UHFFFAOYSA-N,COc1c(c(cc(c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-1.326752675,29.0,Reaxys,benzene,c1ccccc1,,,,,,
NIHNNTQXNPWCJQ-UHFFFAOYSA-N,C1c2ccccc2c3ccccc13,0.149132746,24.84,Reaxys,benzene,c1ccccc1,,,,,,
NIMGTMNBWOVIHM-UHFFFAOYSA-N,O=C1CCCCCCCCCCCCCCN1,0.143056052,22.0,Reaxys,benzene,c1ccccc1,,,,,,
NJOXSODFMZIZJD-UHFFFAOYSA-N,Cc1ccc(O)c(c1)N=Nc2ccccc2,-0.076849601,30.0,Reaxys,benzene,c1ccccc1,,,,,,
NMIUCCCFPUEILN-UHFFFAOYSA-N,COC1=CC(=O)C(=C2OC(=CC=C12)c3ccccc3)C,-1.685001954,20.0,Reaxys,benzene,c1ccccc1,,,,,,
NODIXMQDAGGDJQ-UHFFFAOYSA-N,C(=CC=CC=Cc1ccccc1)C=CC=Cc2ccccc2,-3.357021106,19.0,Reaxys,benzene,c1ccccc1,,,,,,
NOIRTYMOEFHJRM-UHFFFAOYSA-N,COCN1C(=O)c2ccccc2C1=O,-0.36063907,25.0,Reaxys,benzene,c1ccccc1,,,,,,
NRDWUPPIGBHWAS-ZJUUUORDSA-N,CCC[C@H]1CC2=C(C[C@@H](CC)CC3=C1C(=O)OC3=O)C(=O)OC2=O,-0.64653834,20.0,Reaxys,benzene,c1ccccc1,,,,,,
NRJPVIOTANUINF-UHFFFAOYSA-N,Oc1ccc(cc1)N=Nc2ccc(cc2)[N+]([O-])=O,-1.924984809,30.0,Reaxys,benzene,c1ccccc1,,,,,,
NTEQGUOUNBBNKZ-QURGRASLSA-N,CC(=O)c1cccc(c1)N=Nc2cc(ccc2O)c3ccccc3,-0.771634878,30.0,Reaxys,benzene,c1ccccc1,,,,,,
NUVPXAUGUJCZAI-QZQOTICOSA-N,CCC(C)(C)c1ccc(O)c(c1)N=Nc2ccc(cc2)C(C)=O,-0.476427265,30.0,Reaxys,benzene,c1ccccc1,,,,,,
NZHXEWZGTQSYJM-UHFFFAOYSA-N,BrC(c1ccccc1)(c2ccccc2)c3ccccc3,0.029586852,25.0,Reaxys,benzene,c1ccccc1,,,,,,
NZXYYWMLCFKCPV-UHFFFAOYSA-N,COc1cc(c(c(c1OC)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-0.917901574,18.0,Reaxys,benzene,c1ccccc1,,,,,,
OCBCARWPRGBCGF-UHFFFAOYSA-N,Oc1ccc(cc1)N=Nc2cccc(Cl)c2,-0.618733559,30.0,Reaxys,benzene,c1ccccc1,,,,,,
ODTSCSXVTPSHPK-UHFFFAOYSA-N,OC1(N(CCBr)C(=O)c2ccccc12)c3ccccc3,-1.624649091,19.0,Reaxys,benzene,c1ccccc1,,,,,,
OENYBIZVWXUXCG-UHFFFAOYSA-N,NC(=O)C(O)c1cccc(Cl)c1,-2.946382076,22.0,Reaxys,benzene,c1ccccc1,,,,,,
OETISESXIXCPAD-UHFFFAOYSA-N,O=C1CCCCCCCCCCCCN1,-1.329362948,22.0,Reaxys,benzene,c1ccccc1,,,,,,
OFOBLEOULBTSOW-UHFFFAOYSA-N,OC(=O)CC(O)=O,-3.928660027,25.0,Reaxys,benzene,c1ccccc1,,,,,,
OHFMYIFFLOZSMF-UHFFFAOYSA-N,CC2(C)COP(=O)(NCCNP1(=O)OCC(C)(C)CO1)OC2,-3.150861982,24.99,Reaxys,benzene,c1ccccc1,,,,,,
OLBYFEGTUWWPTR-SQFISAMPSA-N,O/N=C(/c1ccccc1)C(=O)c2ccccc2,-0.194327676,33.5,Reaxys,benzene,c1ccccc1,,,,,,
OLVPZKMXZBVFAM-UHFFFAOYSA-N,CCCCCCCCCCC(C)(C)C(=O)NO,-1.999982157,26.0,Reaxys,benzene,c1ccccc1,,,,,,
ONBYIMHQEQLHBZ-UHFFFAOYSA-N,c1ccc2C#CC#Cc3ccccc3C#CC#Cc2c1,-1.616797483,20.0,Reaxys,benzene,c1ccccc1,,,,,,
ONZOGXRINCURBP-AOOOYVTPSA-N,O=C(OCC(C)C)[C@@H](O)[C@H](O)C(=O)OCC(C)C,-0.24585023,20.0,Reaxys,benzene,c1ccccc1,,,,,,
OOSBCICQIJKSIO-UHFFFAOYSA-N,O=C(c1ccccc1)c2cccc3c(cccc23)C(=O)c4ccccc4,-1.429002933,25.0,Reaxys,benzene,c1ccccc1,,,,,,
OPOPTXYBSHDZOM-UHFFFAOYSA-N,CCCCC(CC)CC(CC)(CC)C(=O)NO,0.0,26.0,Reaxys,benzene,c1ccccc1,,,,,,
OQIQNXUBIATXQJ-GDNBJRDFSA-N,CCOC(=O)C(=NNc1cccc(Br)c1)C#N,-1.607385594,15.0,Reaxys,benzene,c1ccccc1,,,,,,
ORILYTVJVMAKLC-UHFFFAOYSA-N,C1C2CC3CC1CC(C2)C3,-0.83006313,20.0,Reaxys,benzene,c1ccccc1,,,,,,
OROGSEYTTFOCAN-DNJOTXNNSA-N,COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,-0.476208277,25.0,Reaxys,benzene,c1ccccc1,,,,,,
OULGPEGCMIIUQN-UHFFFAOYSA-N,CCCCCC(CC)=NNC(N)=O,-0.469843114,20.0,Reaxys,benzene,c1ccccc1,,,,,,
OXNIZHLAWKMVMX-UHFFFAOYSA-N,Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-0.482089511,22.4,Reaxys,benzene,c1ccccc1,,,,,,
PBQLPYWWRPIKQW-UHFFFAOYSA-N,[O-][N+](=O)c1cc(c(ON=C(c2ccccc2)c3ccccc3)c(c1)[N+]([O-])=O)[N+]([O-])=O,-0.870645408,,Reaxys,benzene,c1ccccc1,,,,,,
PCTSKBFIBUMUSL-UHFFFAOYSA-N,Cl[P](Cl)(Cl)=N[S](=O)(=O)c1ccc2ccccc2c1,-0.778874472,19.0,Reaxys,benzene,c1ccccc1,,,,,,
PDLXUMBZNQXZBK-VZUCSPMQSA-N,CCOC(=O)C(C)(N=[N+]=[N-])C(C)=NNC(N)=O,0.138636039,,Reaxys,benzene,c1ccccc1,,,,,,
PDRGHUMCVRDZLQ-WMZOPIPTSA-N,C[C@]12CCc3c(ccc4cc(O)ccc34)[C@@H]1CCC2=O,-2.368988937,30.0,Reaxys,benzene,c1ccccc1,,,,,,
PDZIFGIQUYFQGK-UHFFFAOYSA-N,O=C1CCCc2c1[nH]c3ccccc23,-0.768892997,20.0,Reaxys,benzene,c1ccccc1,,,,,,
PEGCITODQASXKH-UHFFFAOYSA-N,C[P](=O)(c1ccccc1)c2ccccc2,-0.17839989,24.97,Reaxys,benzene,c1ccccc1,,,,,,
PEJQKHLWXHKKGS-UHFFFAOYSA-N,Cl[P]1(=N[P](=N[P](=N[P](=N1)(Cl)Cl)(Cl)Cl)(Cl)Cl)Cl,-0.392769265,20.0,Reaxys,benzene,c1ccccc1,,,,,,
PEQHIRFAKIASBK-UHFFFAOYSA-N,c1ccc(cc1)C(c2ccccc2)(c3ccccc3)c4ccccc4,-1.602648604,20.0,Reaxys,benzene,c1ccccc1,,,,,,
PEXWJYDPDXUVSV-BQYQJAHWSA-N,C\C(=C/C(O)=O)c1ccccc1,0.015786616,21.0,Reaxys,benzene,c1ccccc1,,,,,,
PEXWJYDPDXUVSV-FPLPWBNLSA-N,C\C(=C\C(O)=O)c1ccccc1,-0.372644955,21.0,Reaxys,benzene,c1ccccc1,,,,,,
PFVCRIULCASTAH-ZMGSENCKSA-N,CC1(C)C2CC[C@@]1(C)C(=O)\C2=C(/O)c3ccccc3,0.105388087,17.0,Reaxys,benzene,c1ccccc1,,,,,,
PJANXHGTPQOBST-VAWYXSNFSA-N,c1ccc(cc1)\C=C\c2ccccc2,-0.246766311,19.0,Reaxys,benzene,c1ccccc1,,,,,,
PJHUABJTDFXYRQ-UHFFFAOYSA-N,[N-]=[N+]=NC(=O)c1ccccc1,0.774785161,20.0,Reaxys,benzene,c1ccccc1,,,,,,
PJYGUOOQKCIMEO-UHFFFAOYSA-N,CCCC(=O)NNC(=O)CCCC(=O)O,-2.30102397,25.0,Reaxys,benzene,c1ccccc1,,,,,,
PLPWYNVDCPPLMM-UHFFFAOYSA-N,Cc1ccc(cc1)N=Nc2ccc(O)cc2,-0.907224384,30.0,Reaxys,benzene,c1ccccc1,,,,,,
POULHZVOKOAJMA-UHFFFAOYSA-N,CCCCCCCCCCCC(O)=O,0.910290571,25.0,Reaxys,benzene,c1ccccc1,,,,,,
PPJVBBJMDLANLB-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(c2c1cccc2[N+]([O-])=O)[N+]([O-])=O,-1.515356338,15.0,Reaxys,benzene,c1ccccc1,,,,,,
PQBRXQUGVASQBU-UHFFFAOYSA-N,Cc1cccc(C=NNc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O)c1,-2.295674141,20.0,Reaxys,benzene,c1ccccc1,,,,,,
PRCOWBGHTCNVDZ-FPLPWBNLSA-N,CCCCCCC=CC(N)=O,0.512299784,20.0,Reaxys,benzene,c1ccccc1,,,,,,
QEIRHBKKYVWAOM-UHFFFAOYSA-N,Oc1ccc(cc1)C(O)(c2ccccc2)c3ccccc3,-1.61750544,20.0,Reaxys,benzene,c1ccccc1,,,,,,
QIGBRXMKCJKVMJ-UHFFFAOYSA-N,Oc1ccc(O)cc1,-2.740804655,,Reaxys,benzene,c1ccccc1,,,,,,
QIJZEVMDXMIRHM-AEMDVCDZSA-N,CCC12SC3SC(S1)SC(CC)(S3)S2,-1.3318306,,Reaxys,benzene,c1ccccc1,,,,,,
QIQXTHQIDYTFRH-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(O)=O,-1.131340971,20.0,Reaxys,benzene,c1ccccc1,,,,,,
QJGNSTCICFBACB-UHFFFAOYSA-N,CCCCCCCCC(C(O)=O)C(O)=O,-3.271932299,25.0,Reaxys,benzene,c1ccccc1,,,,,,
QLCFFBOGHZDLGO-UHFFFAOYSA-N,Clc1ccc2c3ccccc3C(=O)c4cccc1c24,-1.360352472,20.0,Reaxys,benzene,c1ccccc1,,,,,,
QMGVPVSNSZLJIA-FVWCLLPLSA-N,O=C1C[C@@H]2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N1c7ccccc67,-1.700971947,25.0,Reaxys,benzene,c1ccccc1,,,,,,
QPKUOOVISUGIRK-UHFFFAOYSA-N,O=C(c1ccccc1)c2cccc3cccc(C(=O)c4ccccc4)c23,-1.057741262,25.0,Reaxys,benzene,c1ccccc1,,,,,,
QPUHWUSUBHNZCG-UWVGGRQHSA-N,O[C@H]1C=Cc2ccccc2[C@@H]1O,-1.778654954,23.0,Reaxys,benzene,c1ccccc1,,,,,,
QTPSDCFAVWZIJU-UHFFFAOYSA-N,OC1=C(CCCC2CCCCC2)C(=O)c3ccccc3C1=O,-0.655228685,20.0,Reaxys,benzene,c1ccccc1,,,,,,
QTQRHYLAOSURLC-UHFFFAOYSA-N,[O-][N+](=O)c1ccc2c(Cc3cc(Br)ccc23)c1,-2.025217553,18.0,Reaxys,benzene,c1ccccc1,,,,,,
QUVCQYQEIOLHFZ-UHFFFAOYSA-N,CC1(C)Oc2ccc3C=CC(=O)Oc3c2C=C1,-0.009360791,18.0,Reaxys,benzene,c1ccccc1,,,,,,
QYOOZBGIAMCUNQ-UHFFFAOYSA-N,OC1=C(O)C(=O)CCC1,-1.028462801,,Reaxys,benzene,c1ccccc1,,,,,,
QZLYZQUYIQGGOQ-UHFFFAOYSA-N,CCCCCCCCCCCCC(=O)CCCCC(O)=O,-1.599833602,25.0,Reaxys,benzene,c1ccccc1,,,,,,
RBOXVHNMENFORY-DNJOTXNNSA-N,COc1ccc2C[C@@H]3[C@@H]4CC[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,-0.349532325,20.0,Reaxys,benzene,c1ccccc1,,,,,,
RCNCKKACINZDOI-UHFFFAOYSA-N,Cc1cc(O)cc(O)c1C,-1.622435042,24.9,Reaxys,benzene,c1ccccc1,,,,,,
RCOUWKSZRXJXLA-UHFFFAOYSA-N,CCCC1(CCC)C(=O)NC(=O)NC1=O,-2.066774265,20.0,Reaxys,benzene,c1ccccc1,,,,,,
RJKGJBPXVHTNJL-UHFFFAOYSA-N,[O-][N+](=O)c1cccc2ccccc12,-0.324273039,25.0,Reaxys,benzene,c1ccccc1,,,,,,
RJWYTISHBMNMOZ-UHFFFAOYSA-N,Nc1ccc2c(Cc3cc(Br)ccc23)c1,-1.016759388,18.0,Reaxys,benzene,c1ccccc1,,,,,,
RKUNBYITZUJHSG-SPUOUPEWSA-N,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)c3ccccc3,-0.554508694,15.0,Reaxys,benzene,c1ccccc1,,,,,,
RLHYRFVLZOSXDH-UHFFFAOYSA-N,CC(=O)Oc1ccc(OC(C)=O)c2C(=O)c3ccccc3C(=O)c12,-1.723331411,25.0,Reaxys,benzene,c1ccccc1,,,,,,
RMBFBMJGBANMMK-UHFFFAOYSA-N,Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,0.464896151,15.0,Reaxys,benzene,c1ccccc1,,,,,,
RNBWGWPKGHGLOY-AATRIKPKSA-N,CCOC(=O)\C=C(/C)NC(C)=O,-0.035717002,18.0,Reaxys,benzene,c1ccccc1,,,,,,
RNBWGWPKGHGLOY-WAYWQWQTSA-N,CCOC(=O)/C=C(/C)NC(C)=O,0.371768325,20.0,Reaxys,benzene,c1ccccc1,,,,,,
RNDOMZKEPZZDQT-UHFFFAOYSA-N,CCOC(=O)C(=NNc1ccc2ccccc2c1)C#N,-0.773764165,17.0,Reaxys,benzene,c1ccccc1,,,,,,
RRGUKTPIGVIEKM-UHFFFAOYSA-N,O=C1CCc2cc(OCCCCc3nnnn3C4CCCCC4)ccc2N1,-2.961194289,25.0,Reaxys,benzene,c1ccccc1,,,,,,
RRKTZKIUPZVBMF-IBTVXLQLSA-N,COc1cc2N3[C@H]4[C@@H]5[C@H](CC3=O)OCC=C6CN7CC[C@]4([C@@H]7C[C@H]56)c2cc1OC,-1.374156545,25.0,Reaxys,benzene,c1ccccc1,,,,,,
RTVRUUUUWHGNMM-UHFFFAOYSA-N,CCOC(=O)C(=NNc1ccc(cc1)[N+]([O-])=O)C#N,-1.768599812,18.0,Reaxys,benzene,c1ccccc1,,,,,,
RTZZCYNQPHTPPL-UHFFFAOYSA-N,Oc1cccc(c1)[N+]([O-])=O,-0.748909792,25.0,Reaxys,benzene,c1ccccc1,,,,,,
RYFIDGIWTNANMO-DIVCQZSQSA-N,c1ccc(cc1)[C@]2(c3c(cccc3)[C@](c4c2cccc4)(O)c5ccccc5)O,-2.08450955,17.0,Reaxys,benzene,c1ccccc1,,,,,,
RYYVLZVUVIJVGH-UHFFFAOYSA-N,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,-1.279463121,25.0,Reaxys,benzene,c1ccccc1,,,,,,
RZVAJINKPMORJF-UHFFFAOYSA-N,CC(=O)Nc1ccc(O)cc1,-1.908809846,25.0,Reaxys,benzene,c1ccccc1,,,,,,
RZYNKBXUQOCKSI-UHFFFAOYSA-N,Cc5ccc(N(/C(=N/c1ccccc1)Nc2ccccc2)c4nc3cc(C)ccc3[nH]4)cc5,-1.789426964,15.0,Reaxys,benzene,c1ccccc1,,,,,,
SAMVPMGKGGLIPF-UHFFFAOYSA-N,OC(C(O)=O)c1cccc(Cl)c1,-1.837930711,22.0,Reaxys,benzene,c1ccccc1,,,,,,
SEDZROHEORUIGZ-OQLLNIDSSA-N,C\C(=N/Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)c2ccccc2,-0.211017704,25.0,Reaxys,benzene,c1ccccc1,,,,,,
SFVBWARTAYZWKI-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(NN=Cc2ccc(Br)cc2)c(c1)[N+]([O-])=O,-3.164522971,20.0,Reaxys,benzene,c1ccccc1,,,,,,
SIOXPEMLGUPBBT-UHFFFAOYSA-N,OC(=O)c1ccccn1,-1.488236868,30.0,Reaxys,benzene,c1ccccc1,,,,,,
SIZDUQQDBXJXLQ-JGVFFNPUSA-N,CC(=O)[C@H]1C[C@@H](CC(O)=O)C1(C)C,0.685732139,20.0,Reaxys,benzene,c1ccccc1,,,,,,
SKRVQRQCLHCKBW-UHFFFAOYSA-N,CCCOCN1C(=O)c2ccccc2C1=O,0.057020215,,Reaxys,benzene,c1ccccc1,,,,,,
SLAMLWHELXOEJZ-UHFFFAOYSA-N,OC(=O)c1ccccc1[N+]([O-])=O,-1.78259426,25.0,Reaxys,benzene,c1ccccc1,,,,,,
SLCVBVWXLSEKPL-UHFFFAOYSA-N,CC(C)(CO)CO,-0.568645966,33.5,Reaxys,benzene,c1ccccc1,,,,,,
SLKHRJWWFSTBJC-AXTSPUMRSA-N,Cl[C@H]1[C@H](Cl)[C@@H](Cl)c2ccccc2[C@@H]1Cl,-0.282011262,20.0,Reaxys,benzene,c1ccccc1,,,,,,
SLSUKCXXFCZYMJ-UHFFFAOYSA-N,CSCC12CSCC(C1)C(=CC2=O)C,0.233182798,20.0,Reaxys,benzene,c1ccccc1,,,,,,
SMNDYUVBFMFKNZ-UHFFFAOYSA-N,OC(=O)c1occc1,-0.97019916,24.84,Reaxys,benzene,c1ccccc1,,,,,,
SODJJEXAWOSSON-UHFFFAOYSA-N,COc1ccc(c(O)c1)C(=O)c2ccc(OC)cc2O,-0.779675607,25.0,Reaxys,benzene,c1ccccc1,,,,,,
SSXZWAYXQSKEMV-UHFFFAOYSA-N,Cc1ccc(cc1)C(=O)C=Cc2ccccc2,0.34222424,21.0,Reaxys,benzene,c1ccccc1,,,,,,
